0.1741122344	0.004963726
0.1740079175	0.0049805486
0.1738007726	0.0049154119
0.1735599065	0.0049232026
0.1733368655	0.0047967434
0.1730209655	0.0047750504
0.1725765508	0.0047993019
0.1720866308	0.0048325242
0.1714074339	0.005102171
0.1703009888	0.005788505
0.1688775207	0.0069002439
0.1668952904	0.0085556064
0.1644117564	0.0108575583
0.1611045796	0.0137933588
0.1566409326	0.017704805
0.1509854084	0.0227401933
0.143960396	0.0297029703
0.1355026712	0.0398791215
0.1241184767	0.0578025134
0.1095943236	0.0868425112
0.091293507	0.1327020425
0.0687059213	0.2007232177
0.0453907347	0.2949759646
0.0234599425	0.4127034791
0.008168028	0.5384230705
0.0038585209	0.6548231511
0.0138702461	0.750186428
0.0388518024	0.8120160214
0.0743024248	0.8338030913
0.1141607196	0.8262069598
0.1547220612	0.8058635454
0.1928760979	0.7816292164
0.2296196726	0.7543290899
0.265775085	0.7243239249
0.3016037994	0.6923077624
0.3373633329	0.6588482901
0.3731015439	0.6244508598
0.4087362557	0.5896068689
0.4440624636	0.5547139028
0.4787747912	0.5202023072
0.5124863668	0.4865907881
0.5447865056	0.4544341146
0.5751513114	0.4242322349
0.6029327856	0.3964966336
0.6270365998	0.3724911452
0.648233106	0.3513949163
0.6657635762	0.3340106512
0.6800788497	0.3197472171
0.691503973	0.3083422606
0.7006060606	0.2993006993
0.7079177916	0.2920271089
0.7140127808	0.2859213387
0.7189983145	0.2809214223
0.7229736499	0.2769261597
0.7258993727	0.2739726027
0.7281504911	0.2716830365
0.7298074796	0.2699712326
0.7308689622	0.2688295242
0.7316868983	0.2678945166
0.732297064	0.2671272309
0.7328423693	0.2663741774
0.7332293293	0.2656563406
0.7332041346	0.2651808786
0.7328922411	0.2647943369
0.7323217611	0.264454754
0.7313775873	0.2641138132
0.7300584298	0.2636374712
0.7281807954	0.2629593887
0.7254979403	0.2619905735
0.7217516289	0.260637718
0.7164138225	0.2587102016
0.7086565346	0.2559088492
0.6975573989	0.251900731

